id,ident,type,name,latitude_deg,longitude_deg,municipality
322021,AU-0113,small_airport,Overlander Airport,-26.407707,114.45385,Hamelin Pool
45223,AU-0041,small_airport,Maitraya Resort Airstrip,-34.98746434,118.055563,http://www.maitraya.com
309474,SLJ,small_airport,Solomon Airport,-22.2554,117.7627,Karijini National Park
45183,AU-0040,small_airport,Kilcoy Airfield,-26.97138889,152.5697222,Kilcoy
327150,AU-0121,medium_airport,YKCY,-26.971197,152.566855,Kilcoy
309344,YXSG,heliport,St George Hospital Helipad,-33.96807,151.13368,Kogarah
313838,AU-0081,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,Lady Elliot Island
322845,Y06Z,closed,Corunna Downs (WW II),-21.43613,119.790754,Marble Bar
309527,YXEE,heliport,Moree Hospital Helipad,-29.47089,149.84054,Moree
322023,AU-0115,small_airport,Swan Reach Airport,-34.556053,139.592156,Swan Reach
315119,YBWW,medium_airport,Toowoomba Wellcamp Airport,-27.558332,151.793335,Toowoomba
319529,WHL,small_airport,Welshpool Airport,-38.682382,146.445331,Welshpool
26935,YBTR,medium_airport,Blackwater Airport,-23.60309982,148.8070068359380,
27124,YQLP,medium_airport,Quilpie Airport,-26.61219978,144.2530059814450,
27039,YLST,medium_airport,Leinster Airport,-27.84329987,120.7030029296880,
27071,YMOG,medium_airport,Mount Magnet Airport,-28.11610031,117.84200286865200,
27176,YWLU,medium_airport,Wiluna Airport,-26.62919998,120.22100067138700,
27026,YKOW,medium_airport,Kowanyama Airport,-15.48560047,141.75100708007800,Kowanyama
27074,YMRB,medium_airport,Moranbah Airport,-22.05780029,148.0769959,Moranbah
35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.05999947,148.88099670410200,Hayman Island
27024,YKKG,small_airport,Kalkgurung Airport,-17.43190002,130.80799865722700,
27033,YLEV,small_airport,Lake Evella Airport,-12.49890041,135.80599975585900,
27127,YRNG,small_airport,Ramingining Airport,-12.35639954,134.8979949951170,
28023,YVRD,small_airport,Victoria River Downs Airport,-16.4021244,131.00497436523400,
27136,YSGE,small_airport,St George Airport,-28.04969978,148.59500122070300,
27355,YBAU,small_airport,Badu Island Airport,-10.14999962,142.1734,
27444,YCCT,small_airport,Coconut Island Airport,-10.05000019,143.07000732421900,
29715,YBOI,small_airport,Boigu Airport,-9.232780457,142.2180023,
26892,YARG,small_airport,Argyle Airport,-16.6369,128.451004,
27040,YLTN,small_airport,Laverton Airport,-28.61359978,122.42400360107400,
32037,YDNI,small_airport,Darnley Island Airport,-9.583330154,143.76699829101600,Darnley Island
27622,YHOO,small_airport,Hooker Creek Airport,-18.33670044,130.6380005,Lajamanu
32503,YMAA,small_airport,Mabuiag Island Airport,-9.949999809,142.18299865722700,Mabuiag Island
27029,YKUB,small_airport,Kubin Airport,-10.22500038,142.2180023,Moa Island
31993,YMUI,small_airport,Murray Island Airport,-9.916669846,144.0549927,Murray Island
27114,YPMP,small_airport,Pormpuraaw Airport,-14.896451,141.60908,Pormpuraaw
32252,YSII,small_airport,Saibai Island Airport,-9.378330231,142.625,Saibai Island
28035,YWBS,small_airport,Warraber Island Airport,-10.20829964,142.8249969482420,Sue Islet
32708,YYMI,small_airport,Yam Island Airport,-9.901109695,142.7760009765630,Yam Island
32111,YYKI,small_airport,Yorke Island Airport,-9.752801,143.405673,Yorke Island
26929,YBRW,medium_airport,Brewarrina Airport,-29.97389984,146.81700134277300,
26944,YCBB,medium_airport,Coonabarabran Airport,-31.33250046,149.26699829101600,
26963,YCOR,medium_airport,Corowa Airport,-35.99470139,146.35699462890600,
27157,YTMU,medium_airport,Tumut Airport,-35.26279831,148.24099731445300,
27178,YWRN,medium_airport,Warren Airport,-31.73329926,147.80299377441400,
26933,YBTI,medium_airport,Bathurst Island Airport,-11.76920033,130.6199951171880,
26997,YGPT,medium_airport,Garden Point Airport,-11.40250015,130.4219970703130,
27110,YPKT,medium_airport,Port Keats Airport,-14.25,129.5290069580080,
27140,YSNB,medium_airport,Snake Bay Airport,-11.42280006,130.6540069580080,
26947,YCCA,medium_airport,Chinchilla Airport,-26.77499962,150.61700439453100,
26956,YCMT,medium_airport,Clermont Airport,-22.7730999,147.62100219726600,
26970,YDBI,medium_airport,Dirranbandi Airport,-28.5916996,148.2169952392580,
26976,YDYS,medium_airport,Dysart Airport,-22.62220001,148.36399841308600,
27139,YSMI,medium_airport,Smithton Airport,-40.83499908,145.08399963378900,
26986,YFTZ,medium_airport,Fitzroy Crossing Airport,-18.18190002,125.55899810791000,
27005,YHLC,medium_airport,Halls Creek Airport,-18.23390007,127.66999816894500,
27069,YMNE,medium_airport,Mount Keith Airport,-27.28639984,120.55500030517600,
26988,YGDA,small_airport,Goodooga Airport,-29.07329941,147.37600708007800,
27006,YHLS,small_airport,Hillston Airport,-33.49330139,145.5229949951170,
27017,YIVO,small_airport,Ivanhoe Airport,-32.88330078,144.30999755859400,
27166,YWCA,small_airport,Wilcannia Airport,-31.52639961,143.375,
27318,YADY,small_airport,Adaminaby Airport,-35.98329926,148.8000030517580,
27339,YARL,small_airport,Ardlethan Airport,-34.36669922,146.88299560546900,
27343,YASF,small_airport,Ashford Airport,-29.31669998,151.0500030517580,
27352,YBAD,small_airport,Baradine Airport,-30.95499992,149.0919952392580,
27411,YBRJ,small_airport,Burren Junction Airport,-30.1583004,148.97500610351600,
27419,YBTT,small_airport,Buttabone Airport,-31.35829926,147.63299560546900,
27431,YBYR,small_airport,Byrock Airport,-30.66670036,146.39999389648400,
27433,YCAA,closed,Calga NDB,-33.403301,151.212006,
27437,YCAH,small_airport,Coolah Airport,-31.77330017,149.61000061035200,
27483,YCRA,small_airport,Carinda Airport,-30.45829964,147.70799255371100,
27494,YCUT,small_airport,Cuthero Airport,-33.03329849,142.01699829101600,
27503,YDAL,small_airport,Dallas Airport,-34.56669998,146.18299865722700,
27519,YDNK,small_airport,Darnick Airport,-32.88330078,143.58299255371100,
27537,YEAB,small_airport,Euabalong Airport,-33.11669922,146.4499969482420,
27544,YELG,small_airport,Elengerah Airport,-31.85000038,147.98300170898400,
27557,YEUL,small_airport,Eulalia Airport,-31.0333004,148.1750030517580,
27562,YFIL,small_airport,Finley Airport,-35.66669846,145.5500031,
27571,YFST,small_airport,Forster (Wallis Is) Airport,-32.20420074,152.4790039,
27573,YFVW,small_airport,Fairview Airport,-32.78900146,148.72000122070300,
27575,YGAH,small_airport,Greenbah Airport,-30.12582779,149.4345703,
27586,YGGI,small_airport,Goolgowi Airport,-34,145.7169952392580,
27588,YGGO,small_airport,Goonoo Goonoo Airport,-31.31669998,150.91700744628900,
27592,YGIL,small_airport,Gilgandra Airport,-31.70330048,148.63800048828100,
27596,YGLN,small_airport,Glencoe Airport,-31.61669922,148.1999969482420,
27613,YHAE,small_airport,Harden Airport,-34.55749893,148.38800048828100,
27626,YHRG,small_airport,Haddon Rig Airport,-31.46879959,147.89500427246100,
27651,YJEM,small_airport,Jemalong Airport,-32.40999985,147.6699981689450,
27655,YJIN,small_airport,Jindabyne Airport,-36.42670059,148.6020050048830,
27667,YKAY,small_airport,Kayrunnera Airport,-30.68330002,142.5330047607420,
27678,YKEP,small_airport,Lake Keepit Airport,-30.89110342,150.5261493,
27680,YKHA,small_airport,Khancoban Airport,-36.21591997,148.1137428,
27731,YLMB,small_airport,Lambrook Airport,-31.10000038,149.93299865722700,
27779,YMIR,small_airport,Miralwyn Airport,-30.149,147.327,
27802,YMQD,closed,Mount Mcquoid NDB,-33.110001,151.138,
27807,YMSO,small_airport,Mount Sandon Airport,-31.38999939,151.41000366210900,
27845,YNOR,small_airport,Norwood Airport,-34.25,144.33299255371100,
27859,YNYM,small_airport,Nymagee Airport,-32.04999924,146.31700134277300,
27877,YPCE,small_airport,Pooncarie Airport,-33.36669922,142.58799743652300,
27882,YPFT,small_airport,Cooma/Polo Flat (Unlic) Airport,-36.22999954,149.14999389648400,
27890,YPLG,small_airport,Pilliga Airport,-30.36669922,148.88299560546900,
27891,YPLI,small_airport,Palmers Island/Yamba Airport,-29.44580078,153.26699829101600,
27909,YQUE,small_airport,Questa Park Airport,-30.39170074,143.14199829101600,
27931,YRSH,heliport,Rosehill Heliport Airport,-33.83009664,151.0241389,
27935,YRUG,small_airport,Rugby Airport,-34.39170074,148.97500610351600,
27937,YRWH,small_airport,Ravensworth Airport,-34.63330078,144.2830047607420,
27954,YSHW,small_airport,Holsworthy (Military) Airport,-33.99499893,150.95199584960900,
27977,YTBG,small_airport,Talbingo Airport,-35.58330154,148.2830047607420,
27985,YTGI,small_airport,Trangie Airport,-31.9666996,148,
27986,YTGV,small_airport,The Grove Airport,-34.68600082,148.1040039,
27995,YTLL,small_airport,Tullamore Airport,-32.61669922,147.60000610351600,
28011,YTWN,small_airport,Tooraweenah Airport,-31.44169998,148.89999389648400,
28026,YWAG,small_airport,Wanaaring Airport,-29.7166996,144.16700744628900,
28032,YWBH,small_airport,Wallabadah Airport,-31.5333004,150.86700439453100,
28034,YWBN,small_airport,Wedderburn Airport,-34.18,150.808333,
28042,YWEL,small_airport,Wellington Airport,-32.46670151,148.98300170898400,
28046,YWHC,small_airport,White Cliffs Airport,-30.85330009,143.07200622558600,
28049,YWIO,small_airport,Wilton Airport,-34.23329926,150.66700744628900,
28051,YWJS,small_airport,Wee Jasper Airport,-35.26169968,148.66700744628900,
28055,YWLE,closed,Williamsdale Airport,-35.55939252,149.1301775,
28058,YWMG,small_airport,Weilmoringle Airport,-29.23329926,146.93299865722700,
28080,YWWA,small_airport,Wee Waa Airport,-30.25830078,149.4080047607420,
28089,YYAS,small_airport,Yass Airport,-34.83000183,149.04200744628900,
29644,YADI,small_airport,Adaminaby Airport,-35.99779892,148.79600524902300,
29680,YASS,small_airport,Bakblok Airport,-34.88669968,149.01499938964800,
29717,YBMO,small_airport,Bombala Airport,-36.90499878,149.1820068,
29754,YCWW,small_airport,Canowindra Airport,-33.5428009,148.66299438476600,
29762,YCSI,small_airport,Cassilis Rotherw Airport,-32.00220108,149.96099853515600,
29794,YWDR,closed,Winderadeen ALA,-34.9389,149.410004,
29805,YCNA,small_airport,Corona Station Airport,-31.29080009,141.45199584960900,
29824,YDEG,small_airport,Delegate Airport,-37.06140137,148.94200134277300,
29835,YDNR,small_airport,Dunmore Manila Airport,-30.65810013,150.875,
29844,YEES,small_airport,Elderslie Airport,-32.59970093,151.33999633789100,
29866,YFDN,small_airport,Federation Hsd Airport,-35.01169968,147.37399291992200,
29942,YHCT,small_airport,Heathcote Emergency Airport,-31.24029922,151.4320068359380,
30022,YKEL,small_airport,Kelvin Station Airport,-30.65500069,151.63800048828100,
30230,YOLY,small_airport,Oxley Station Airport,-31.01329994,147.71099853515600,
30287,YPRE,small_airport,Premer Betoota Airport,-31.4769001,149.9029998779300,
30310,YQBE,small_airport,Quambone Royona Airport,-30.87919998,147.8419952392580,
30471,YTLG,small_airport,Taralga Grathawa Airport,-34.28919983,149.78199768066400,
30507,YUPH,small_airport,Upper Horton Wyl Airport,-30.10470009,150.4040069580080,
30565,YWVL,small_airport,Woodville Airport,-30.41609955,151.7550048828130,
30566,YWMA,small_airport,Wonnaminta Stat Airport,-30.65110016,142.3419952392580,
30568,YWDS,small_airport,Woodside Au Airport,-35.13330078,145.66700744628900,
38227,YALN,small_airport,Allandy Airport,-30.38330078,142.60000610351600,
38237,YBAO,small_airport,Braidwood Airport,-35.45000076,149.85000610351600,
38241,YBCL,small_airport,Boolcarrol Station Airport,-30.04999924,149.41700744628900,
38247,YBEW,small_airport,Beechworth Airport,-31.91670036,144.63299560546900,
38264,YBVL,small_airport,Blackville Airport,-31.58329964,150.18299865722700,
38271,YBZA,small_airport,Breeza Airport,-31.31669998,150.51699829101600,
38288,YCLM,small_airport,Collymongle Airport,-29.45330048,148.7429962158200,
38289,YCLT,small_airport,Collector Airport,-34.88330078,149.41700744628900,
38292,YCNO,small_airport,Conargo Airport,-35.31669998,145.11700439453100,
38337,YEGA,small_airport,Engonnia Airport,-29.31669998,145.83299255371100,
38373,YGTP,small_airport,Greenthorpe Airport,-33.98329926,148.41700744628900,
38397,YILT,heliport,Milton Airport,-35.32080078,150.4389954,
38424,YLAN,small_airport,Langawirra Airport,-31.45000076,142.13299560546900,
38427,YLEE,small_airport,Leeton Airport,-34.499788,146.446646,
38465,YMED,small_airport,Menindee Airport,-32.36669922,142.40499877929700,
38468,YMEY,small_airport,Mullaley Airport,-31.10000038,149.91700744628900,
38480,YMLN,small_airport,Monolon Airport,-30.20000076,143.23300170898400,
38594,YTAD,small_airport,Tandou Lake Airport,-32.63330078,142.08299255371100,
38611,YTMS,small_airport,Tambar Springs Airport,-31.31500053,149.8470001220700,
38612,YTNC,small_airport,Tuncurry Airport,-32.15000153,152.48300170898400,
38616,YTOG,small_airport,Togo Station Airport,-30.0821991,149.53199768066400,
38644,YWIL,small_airport,Wilandra Airport,-31.2833004,142.66700744628900,
38650,YWLX,small_airport,Wallacia Airport,-33.86669922,150.64999389648400,
38651,YWMM,small_airport,Wollomombi Airport,-30.5333004,152.08299255371100,
38654,YWOM,small_airport,Woolomin Airport,-31.31669998,151.13299560546900,
38664,YWSD,small_airport,Westward Downs Airport,-30.72500038,141.39999389648400,
38668,YYAA,small_airport,Yandama Airport,-29.68330002,141.4250030517580,
38674,YYLD,small_airport,Yalda Downs Homestead Airport,-30.26140022,142.9770050048830,
27049,YMDY,small_airport,Mount Bundey Airport,-12.89000034,131.9080047607420,
27089,YNUM,small_airport,Numbulwar Airport,-14.27169991,135.7169952392580,
27092,YOEN,small_airport,Oenpelli Airport,-12.32499981,133.00599670410200,
27185,YYND,small_airport,Yuendumu Airport,-22.25419998,131.78199768066400,
27317,YADO,small_airport,Andado Airport,-25.4116993,135.2899932861330,
27323,YALX,small_airport,Alexandria Homestead Airport,-19.06019974,136.7100067138670,
27331,YANL,small_airport,Anthony Lagoon Airport,-18.01807903,135.5350685,
27332,YANW,small_airport,Annitowa Airport,-21.20000076,136.447998,
27336,YARD,small_airport,Argadargada Airport,-21.67670059,136.67799377441400,
27340,YARN,small_airport,Areyonga Airport,-24.06669998,132.26699829101600,
27348,YAUV,small_airport,Auvergne Airport,-15.69999981,130,
27349,YAVD,small_airport,Avon Downs Airport,-20.0333004,137.51699829101600,
27353,YBAH,small_airport,Bauhinia Downs Airport,-16.13330078,135.4669952392580,
27366,YBDU,small_airport,Birrindudu Airport,-18.38330078,129.48300170898400,
27397,YBMY,small_airport,Bamyili Airport,-14.52000046,132.88299560546900,
27399,YBNY,small_airport,Brunchilly Airport,-18.87000084,134.46200561523400,
27414,YBRU,small_airport,Brunette Downs Airport,-18.63999939,135.9380035,
27415,YBSP,small_airport,Bond Springs Airport,-23.51499939,133.84300231933600,
27435,YCAC,small_airport,Cattle Creek Airport,-17.60700035,131.548996,
27452,YCFD,small_airport,Camfield Airport,-17.02169991,131.32699584960900,
27461,YCKI,small_airport,Croker Island Airport,-11.16499996,132.48300170898400,
27480,YCOO,small_airport,Cooinda Airport,-12.90330029,132.53199768066400,
27517,YDMN,small_airport,Daly River Airport,-13.7498064,130.69387817382800,
27535,YDVR,small_airport,Docker River Airport,-24.86000061,129.07000732421900,
27536,YDWF,small_airport,Delamere Range Facility Airport,-15.74670029,131.9199981689450,
27579,YGBI,small_airport,South Goulburn Is Airport,-11.64999962,133.3820037841800,
27612,YHAA,small_airport,Haasts Bluff Airport,-23.45499992,131.8529968,
27619,YHKT,small_airport,Huckitta Airport,-22.94330025,135.44700622558600,
27632,YIDR,small_airport,Idracowra Airport,-25.06329918,133.73300170898400,
27644,YISV,small_airport,Innesvale Airport,-15.38329983,131.26699829101600,
27661,YJVS,small_airport,Jervois Airport,-22.91329956,136.1199951171880,
27672,YKCS,small_airport,Kings Creek Airport,-24.42329979,131.8350067138670,
27674,YKDM,small_airport,Kidman Springs Airport,-16.11669922,130.9530029296880,
27683,YKIL,small_airport,Kildurk Airport,-16.43169975,129.61500549316400,
27686,YKLE,small_airport,Killarney Airport,-16.25,131.7469940185550,
27694,YKNT,small_airport,Kintore Airport,-23.26499939,129.38699340820300,
27720,YLGU,small_airport,Legune Airport,-15.2166996,129.447998,
27727,YLLC,small_airport,Lilla Creek Airport,-25.56669998,134,
27761,YMDK,small_airport,Mount Riddock Airport,-23.0333004,134.68299865722700,
27764,YMEI,small_airport,Mereenie Airport,-23.97669983,131.56199645996100,
27777,YMIJ,small_airport,Minjilang Airport,-11.1583004,132.5469970703130,
27790,YMNN,small_airport,Mount Denison Airport,-22.14170074,132.07000732421900,
27806,YMSF,small_airport,Mount Sanford Station Airport,-16.97830009,130.55499267578100,
27809,YMTA,small_airport,Mittebah Airport,-18.8093,137.0815,
27815,YMUE,small_airport,Mount Borradale Airport,-12.09829998,132.90699768066400,
27823,YMWE,small_airport,Mount Wedge Airport,-22.73719978,132.1510009765630,
27827,YMYH,small_airport,Mallapunyah Springs Airport,-16.9666996,135.7830047607420,
27831,YNAB,small_airport,Nabarlek Airport,-12.30830002,133.31300354003900,
27835,YNCS,small_airport,New Crown Airport,-25.66670036,134.83299255371100,
27850,YNRR,small_airport,Nyrripi Airport,-22.64529991,130.56500244140600,
27870,YOOO,small_airport,Mooloola Homestead Airport,-16.33329964,131.5,
27876,YPAY,small_airport,Papunya Airport,-23.24670029,131.9029998779300,
27915,YRBT,small_airport,Rabbit Flat Airport,-20.18330002,130.01699829101600,
27924,YRNW,small_airport,Ringwood Airport,-23.82830048,134.96200561523400,
27929,YRRR,small_airport,Raymangirr Airport,-12.33329964,135.64999389648400,
27944,YSDN,small_airport,Soudan Station Airport,-20.04999924,137.01699829101600,
27970,YSTT,small_airport,Santa Teresa Airport,-24.11829948,134.38999938964800,
27978,YTBR,small_airport,Timber Creek Airport,-15.61999989,130.44500732421900,
27991,YTIT,small_airport,Ti Tree Airport,-22.13170052,133.4199981689450,
27997,YTMN,small_airport,Tanami Airport,-19.91670036,129.72500610351600,
27998,YTNR,small_airport,Tanumbirini Airport,-16.45000076,134.64999389648400,
28020,YUPG,small_airport,Urapunga Airport,-14.7166996,134.56700134277300,
28030,YWAV,small_airport,Wave Hill Airport,-17.3932991,131.1179962158200,
28033,YWBI,small_airport,Warrabri Airport,-21,134.39700317382800,
28047,YWHL,small_airport,Walhallow Airport,-17.76670074,135.64999389648400,
28068,YWOR,small_airport,Wollogorang Airport,-17.2199,137.93453,
28076,YWTL,small_airport,Waterloo Airport,-16.62999916,129.32000732421900,
30480,YTPE,small_airport,Tempe Downs Airport,-24.38249969,132.42300415039100,
38219,YAAL,small_airport,Yarralin Airport,-16.44470024,130.88099670410200,
38220,YABU,small_airport,Amburla Airport,-23.33329964,133.18299865722700,
38224,YALC,small_airport,Alcoota Station Airport,-22.83329964,134.4499969482420,
38226,YALM,small_airport,Allambie Airport,-24.26670074,134.39999389648400,
38228,YAMJ,small_airport,Ampilatwatja Airport,-21.65500069,135.22999572753900,
38229,YAMM,small_airport,Ammaroo Airport,-21.73830032,135.24200439453100,
38231,YANN,small_airport,Anningie Airport,-21.83169937,133.125,
38232,YARP,small_airport,Arapunya Airport,-22.31669998,135.6999969482420,
38233,YATL,small_airport,Atula Airport,-23.2833004,136.36700439453100,
38254,YBNM,small_airport,Benmara Airport,-17.93670082,136.89999389648400,
38256,YBRC,small_airport,Barrow Creek Airport,-21.5333004,133.88299560546900,
38265,YBVY,small_airport,Bullo River Valley Airport,-15.4666996,129.76699829101600,
38277,YCCF,small_airport,Cape Crawford Airport,-16.68330002,135.73300170898400,
38278,YCCK,small_airport,Canteen Creek Airport,-20.6508007,135.5850067138670,
38293,YCNS,small_airport,Coniston Airport,-22.13330078,132.5330047607420,
38297,YCPD,small_airport,Cape Don Airport,-11.29829979,131.82699584960900,
38304,YCSP,small_airport,Curtin Springs Airport,-25.31669998,131.75,
38309,YCWE,small_airport,Cape Wessels Airport,-11,136.75,
38321,YDHL,small_airport,Dhalinbuy Airport,-12.41329956,136.53700256347700,
38322,YDLD,small_airport,Delmore Downs Airport,-22.45859909,134.88400268554700,
38326,YDMR,small_airport,Delamere Station Airport,-15.61999989,131.63699340820300,
38327,YDPR,small_airport,Dneiper Airport,-22.61669922,135.1999969482420,
38328,YDPW,small_airport,Deep Well Airport,-24.29999924,134.13299560546900,
38334,YDYD,small_airport,Derry Downs Airport,-22.08329964,135.33299255371100,
38338,YELK,small_airport,Elkedra Airport,-21.17250061,135.4440002,
38342,YEPR,small_airport,Epenarra Airport,-20.43330002,135.26699829101600,
38345,YERL,small_airport,Erldunda Airport,-25.2057991,133.2539978,
38358,YGAN,small_airport,Gan Gan Airport,-13.06669998,135.9499969482420,
38361,YGDR,small_airport,The Garden Airport,-23.2866993,134.44000244140600,
38367,YGMD,small_airport,Goomadeer Airport,-12.10000038,133.66700744628900,
38378,YHBR,small_airport,Humbert River Airport,-16.4896698,130.63027954101600,
38379,YHBY,small_airport,Henbury Airport,-24.584,133.236,
38380,YHDD,small_airport,Hodgson Downs Airport,-15.22169971,134.0760040283200,
38384,YHGR,small_airport,Hugh River Airport,-24.41670036,133.6999969482420,
38388,YHOA,small_airport,Howard Island Airport,-12.09500027,135.36199951171900,
38390,YHSB,small_airport,Horseshoe Bend Airport,-25.2166996,134.26699829101600,
38394,YHTS,small_airport,Harts Range Airport,-22.98500061,134.91799926757800,
38396,YIKL,small_airport,Baikal Airport,-22.76329994,136.16299438476600,
38398,YIMA,small_airport,Imanpa Airport,-25.13330078,132.57000732421900,
38399,YIMP,small_airport,Impadna Airport,-25.14999962,133.58299255371100,
38401,YJNK,small_airport,Jinka Airport,-22.95000076,135.73300170898400,
38403,YJVM,small_airport,Jervois Mine Airport,-22.63330078,136.26699829101600,
38411,YKIA,small_airport,Kiana Station Airport,-17.24169922,136.1750030517580,
38425,YLBG,small_airport,Mount Liebig Airport,-23.24329948,131.25999450683600,
38455,YMBZ,small_airport,Mount Ebenezer Airport,-25.16670036,132.63299560546900,
38460,YMDS,small_airport,Macdonald Downs Airport,-22.44400024,135.1990051,
38484,YMNA,small_airport,Mount Allan Airport,-22.27499962,132.2169952392580,
38488,YMNS,small_airport,Mount Swan Airport,-22.624696,135.034512,
38492,YMPK,small_airport,Milton Park Airport,-23.36669922,133,
38495,YMSK,small_airport,Mount Skinner Airport,-22.18330002,134.11700439453100,
38500,YMUP,small_airport,Mulga Park Airport,-25.86000061,131.6499939,
38501,YMVG,small_airport,Mount Cavenagh Airport,-25.9666996,133.1999969,
38503,YMVY,small_airport,Mount Valley Airport,-14.08329964,133.81700134277300,
38507,YMYV,small_airport,Maryvale Airport,-24.65999985,134.03199768066400,
38508,YMYW,small_airport,Murray Downs Airport,-21.04829979,134.68299865722700,
38511,YNES,small_airport,Nelson Springs Airport,-17.29999924,129.2830047607420,
38513,YNHV,small_airport,New Haven Airport,-22.72830009,131.14500427246100,
38523,YNUE,small_airport,Numery Airport,-23.98329926,135.39999389648400,
38524,YNUJ,small_airport,Nudjaburra Airport,-17.9666996,137.93299865722700,
38528,YNWT,small_airport,Narwietooma Airport,-23.23329926,132.63299560546900,
38529,YOAD,small_airport,Old Andado Airport,-25.38330078,135.41700744628900,
38537,YORT,small_airport,Ooratippra Airport,-21.90579987,136.06900024414100,
38545,YPGH,small_airport,Pigeon Hole Airport,-16.81,131.219,
38551,YPME,small_airport,Palmer Airport,-12.83329964,130.93299865722700,
38552,YPNC,small_airport,Pine Creek Airport,-13.83329964,131.83299255371100,
38556,YPUA,small_airport,Palumpa Airport,-14.33329964,129.86700439453100,
38562,YRBM,small_airport,Redbank Mine Airport,-17.18330002,137.76699829101600,
38569,YROV,small_airport,Ross River Airport,-23.5991993,134.51699829101600,
38573,YRVE,small_airport,Riveren Airport,-17.89999962,130.2169952392580,
38576,YSAI,small_airport,Saipem Airport,-23.70000076,131.86700439453100,
38585,YSMP,small_airport,Smith Point Airport,-11.14999962,132.1499939,
38589,YSUJ,small_airport,Supplejack Downs Airport,-19.26670074,129.9499969482420,
38595,YTAN,small_airport,Tanami Downs Airport,-20.57365417,129.74012756347700,
38603,YTGT,small_airport,The Granites Airport,-20.54829979,130.3470001220700,
38609,YTLT,small_airport,Tarlton Downs Airport,-22.63330078,136.8000030517580,
38623,YUMB,small_airport,Umbeara Airport,-25.74670029,133.70199584960900,
38625,YUTP,small_airport,Utopia Airport,-22.05500031,134.7899932861330,
38626,YUTS,small_airport,Utopia Station Airport,-22.23329926,134.5800018310550,
38629,YVNS,small_airport,Vaughan Springs Airport,-22.33329964,130.86700439453100,
38630,YVSH,small_airport,Vashon Head Airport,-11.14999962,131.98300170898400,
38633,YWCM,small_airport,Wilson's Camp Airport,-20.10140038,129.12600708007800,
38645,YWLA,small_airport,Willowra Airport,-21.27669907,132.6230010986330,
38647,YWLH,small_airport,Wallara Ranch Airport,-24.64999962,132.31700134277300,
38663,YWRV,small_airport,Walker River Airport,-13.59329987,135.7550048828130,
26896,YAYR,small_airport,Ayr Airport,-19.58440018,147.32899475097700,
26960,YCNY,small_airport,Century Mine Airport,-18.75329971,138.70700073242200,
26969,YDAY,small_airport,Dalby Airport,-27.15530014,151.26699829101600,
26987,YGAY,small_airport,Gayndah Airport,-25.61440086,151.61900329589800,
27014,YIGM,small_airport,Ingham Airport,-18.66060066,146.15199279785200,
27015,YISF,small_airport,Isisford Airport,-24.25830078,144.4250030517580,
27036,YLLE,small_airport,Ballera Airport,-27.405633,141.809458,
27061,YMIT,small_airport,Mitchell Airport,-26.48329926,147.93699645996100,
27067,YMMU,small_airport,Middlemount Airport,-22.80249977,148.7050018310550,
27078,YMTO,small_airport,Monto Airport,-24.88579941,151.10000610351600,
27171,YWIS,small_airport,Williamson Airport,-22.47330093,150.17799377441400,
27313,YACI,small_airport,Arcadia Airport,-25.20000076,148.68299865722700,
27324,YALY,small_airport,Alderley Airport,-22.48329926,139.63299560546900,
27327,YAML,small_airport,Armraynald Airport,-17.9666996,139.76699829101600,
27329,YAND,small_airport,Answer Downs Airport,-21.66670036,140.98300170898400,
27333,YAOR,small_airport,Ardmore Airport,-21.64999962,139.18299865722700,
27337,YARI,small_airport,Arizona 1 Airport,-21.66670036,141.56700134277300,
27342,YARY,small_airport,Arrabury Airport,-26.693023,141.047771,
27356,YBAW,small_airport,Barkly Downs Airport,-20.49583333,138.4747222,
27369,YBEO,small_airport,Betoota Airport,-25.64170074,140.7830047607420,
27377,YBGT,small_airport,Budgerygar Airport,-25.37000084,143.7729949951170,
27380,YBHK,small_airport,Bushy Park Airport,-21.26670074,139.7169952392580,
27383,YBIN,small_airport,Biggenden Airport,-25.52499962,152.0500030517580,
27390,YBLH,small_airport,Bellalie Airport,-27.0333004,142.9499969482420,
27391,YBLL,small_airport,Bollon Airport,-28.05830002,147.48300170898400,
27393,YBMD,small_airport,Bloomfield River Airport,-15.87360001,145.3300018,
27398,YBNC,small_airport,Bannockburn Airport,-21.79999924,145.08299255371100,
27402,YBOD,small_airport,Bodalla Airport,-26.29999924,143.38299560546900,
27408,YBOT,small_airport,Boatman Airport,-27.25,146.91700744628900,
27409,YBPI,small_airport,Brampton Island Airport,-20.80330086,149.27000427246100,
27418,YBTD,small_airport,Brighton Downs Airport,-23.35000038,143.5330047607420,
27420,YBUA,small_airport,Bundarra Airport,-21.9666996,148.5330047607420,
27423,YBUX,small_airport,Bulleringa Airport,-17.64999962,143.8000030517580,
27425,YBWI,small_airport,Burdekin Falls Dam Airport,-20.60000038,147.08299255371100,
27426,YBWN,small_airport,Bowen Airport,-20.0182991,148.21499633789100,
27443,YCBY,small_airport,Daintree Airport,-16.21934128,145.4247283935550,
27449,YCDS,small_airport,Childers Airport,-25.25308007,152.3353958,
27450,YCDT,small_airport,Carandotta Airport,-21.9666996,138.61700439453100,
27454,YCFL,small_airport,Cape Flattery Airport,-14.970832,145.311667,
